[aaudio.hw_burst_min_usec]: [2000]
[ro.boot.vendor.qspa]: [true]
[ro.boot.vendor.qspa.audio]: [enabled]
[ro.boot.vendor.qspa.camera]: [enabled]
[ro.boot.vendor.qspa.comp]: [enabled]
[ro.boot.vendor.qspa.comp1]: [enabled]
[ro.boot.vendor.qspa.display]: [enabled]
[ro.boot.vendor.qspa.display1]: [enabled]
[ro.boot.vendor.qspa.eva]: [enabled]
[ro.boot.vendor.qspa.gpu]: [enabled]
[ro.boot.vendor.qspa.modem]: [enabled]
[ro.boot.vendor.qspa.nav]: [enabled]
[ro.boot.vendor.qspa.npu]: [enabled]
[ro.boot.vendor.qspa.nsp]: [enabled]
[ro.boot.vendor.qspa.sensors]: [enabled]
[ro.boot.vendor.qspa.spss]: [enabled]
[ro.boot.vendor.qspa.video]: [enabled]
[ro.boot.vendor.qspa.wlan]: [enabled]
[ro.boot.verifiedbootstate]: [green]
[ro.boot.veritymode]: [enforcing]
[ro.boot.veritymode.managed]: [yes]
[ro.bootimage.build.date]: [Wed Dec 31 15:01:02 CST 2025]
[ro.bootimage.build.date.utc]: [1767164462]
[ro.bootimage.build.fingerprint]: [OnePlus/PLR110/OP6117L1:16/BP2A.250605.015/B.1a1e2b2_7b4a10_77c49c:user/release-keys]
[ro.bootimage.build.id]: [BP2A.250605.015]
[ro.bootimage.build.tags]: [release-keys]
[ro.bootimage.build.type]: [user]
[ro.bootimage.build.version.incremental]: [B.1a1e2b2_7b4a10_77c49c]
[ro.bootimage.build.version.release]: [16]
[ro.bootimage.build.version.release_or_codename]: [16]
[ro.bootimage.build.version.sdk]: [36]
[ro.bootimage.build.version.sdk_full]: [36.0]
[ro.bootloader]: [unknown]
[ro.bootmode]: [reboot]
[ro.build.ab_update]: [true]
[ro.build.backported_fixes.alias_bitset.long_list]: [18]
[ro.build.characteristics]: [nosdcard]
[ro.build.date]: [Wed Dec 31 12:46:36 CST 2025]
[ro.build.date.Ymd]: [251231]
[ro.build.date.YmdHM]: [202512311254]
[ro.build.date.utc]: [1767156396]
[ro.build.date.ymd]: [251231]
[ro.build.description]: [qssi-user 16 BP2A.250605.015 1767156396771 release-keys]
[ro.build.device_family]: [OPSM8845]
[ro.build.display.full_id]: [PLR110domestic_11_16.0.2.403(CN01)_2025123114480173]
[ro.build.display.id]: [PLR110_16.0.2.403(CN01)]
[ro.build.display.id.show]: [PLR110_16.0.2.403(CN01)]
[ro.build.display.ota]: [PLR110_11_A.42]
[ro.build.fingerprint]: [OnePlus/PLR110/OP6117L1:16/BP2A.250605.015/B.1a1e2b2_7b4a10_77c49c:user/release-keys]
[ro.build.flavor]: [qssi-user]
[ro.build.hardware.version]: [11]
[ro.build.host]: [kvm-slave-build-s-system-08298674]
[ro.build.id]: [BP2A.250605.015]
[ro.build.master.date]: [202512311254]
[ro.build.oplus_ext_partitions]: [my_engineering my_product my_heytap my_stock my_region my_carrier my_preload my_bigball my_company]
[ro.build.oplus_nv_id]: [10010111]
[ro.build.product]: [PLR110]
[ro.build.release_type]: [true]
[ro.build.tags]: [release-keys]
[ro.build.target_release]: [next]
[ro.build.type]: [user]
[ro.build.user]: [root]
[ro.build.version.all_codenames]: [REL]
[ro.build.version.base_os]: []
[ro.build.version.codename]: [REL]
[ro.build.version.incremental]: [B.1a1e2b2_7b4a10_77c49c]
[ro.build.version.known_codenames]: [Base,Base11,Cupcake,Donut,Eclair,Eclair01,EclairMr1,Froyo,Gingerbread,GingerbreadMr1,Honeycomb,HoneycombMr1,HoneycombMr2,IceCreamSandwich,IceCreamSandwichMr1,JellyBean,JellyBeanMr1,JellyBeanMr2,Kitkat,KitkatWatch,Lollipop,LollipopMr1,M,N,NMr1,O,OMr1,P,Q,R,S,Sv2,Tiramisu,UpsideDownCake,VanillaIceCream,Baklava]
[ro.build.version.min_supported_target_sdk]: [28]
[ro.build.version.module.sub_api]: [1]
[ro.build.version.oplus.api]: [37]
[ro.build.version.oplus.sub_api]: [25]
[ro.build.version.oplusrom]: [V16.0.0]
[ro.build.version.oplusrom.confidential]: [V16.0.0]
[ro.build.version.oplusrom.display]: [16.0.2]
[ro.build.version.ota]: [PLR110_11.A.42_0420_202512311448]
[ro.build.version.preview_sdk]: [0]
[ro.build.version.preview_sdk_fingerprint]: [REL]
[ro.build.version.release]: [16]
[ro.build.version.release_or_codename]: [16]
[ro.build.version.release_or_preview_display]: [16]
[ro.build.version.sdk]: [36]
[ro.build.version.sdk_full]: [36.0]
[ro.build.version.security_patch]: [2025-12-01]
[ro.camera.disableHeicUltraHDR]: [1]
[ro.camera.enableCamera1MaxZsl]: [1]
[ro.camera.notify_nfc]: [1]
[ro.camera.privileged.3rdpartyApp]: [com.mediatek.expert.mtkcamhelper;com.aiunit.aon;]
[ro.camerax.extensions.enabled]: [true]
[ro.carrier]: [unknown]
[ro.com.android.dataroaming]: [false]
[ro.com.baidu.searchbox]: [/data/etc/appchannel/]
[ro.com.google.clientidbase]: [android-oneplus]
[ro.com.google.gmsversion]: [16_202510_FRC]
[ro.config.alarm_alert]: [Cloudscape.ogg]
[ro.config.calendar_sound]: [Cozy.ogg]
[ro.config.isolated_compilation_enabled]: [true]
[ro.config.notification_sim2]: [Free.ogg]
[ro.config.notification_sms]: [Free.ogg]
[ro.config.notification_sound]: [Whoop_doop.ogg]
[ro.config.omoji_path]: [/my_stock/etc/Omoji]
[ro.config.ringtone]: [OnePlus_new_feeling.ogg]
[ro.config.ringtone_sim2]: [OnePlus_new_feeling.ogg]
[ro.config.vc_call_vol_steps]: [9]
[ro.control_privapp_permissions]: [enforce]
[ro.cp_system_other_odex]: [1]
[ro.crypto.metadata.enabled]: [true]
[ro.crypto.metadata_init_delete_all_keys.enabled]: [true]
[ro.crypto.state]: [encrypted]
[ro.crypto.support_metadata_encrypt]: [true]
[ro.crypto.type]: [file]
[ro.dalvik.vm.enable_uffd_gc]: [true]
[ro.dalvik.vm.native.bridge]: [0]
[ro.debuggable]: [0]
[ro.density.screenzoom.fdh]: [380,408,480,540,540]
[ro.density.screenzoom.qdh]: [500,476,560,600,620]
[ro.device.security.level]: [4]
[ro.display.brightness.brightness.mode]: [1]
[ro.display.brightness.curve.name]: [expressiveness]
[ro.display.brightness.new.animation]: [1]
[ro.display.screen_type]: [1]
[ro.display.underscreen.lightsensor.screenshot.period]: [50]
[ro.display.underscreen.lightsensor.support]: [1]
[ro.dumpenvironment.time]: [10000]
[ro.force.debuggable]: [0]
[ro.frp.pst]: [/dev/block/bootdevice/by-name/frp]
[ro.fuse.bpf.is_running]: [true]
[ro.gfx.driver.1]: [com.qualcomm.qti.gpudrivers.canoe.api36]
[ro.hardware]: [qcom]
[ro.hardware.camera]: [oemlayer.v2]
[ro.hardware.egl]: [adreno]
[ro.hardware.keystore_desede]: [true]
[ro.hardware.nfc]: [ST_NFC]
[ro.hardware.vulkan]: [adreno]
[ro.hw.phone.color]: [FFCFCFDD]
[ro.hwui.drop_shadow_cache_size]: [6]
[ro.hwui.gradient_cache_size]: [1]
[ro.hwui.layer_cache_size]: [48]
[ro.hwui.path_cache_size]: [32]
[ro.hwui.r_buffer_cache_size]: [8]
[ro.hwui.text_large_cache_height]: [1024]
[ro.hwui.text_large_cache_width]: [2048]
[ro.hwui.text_small_cache_height]: [1024]
[ro.hwui.text_small_cache_width]: [1024]
[ro.hwui.texture_cache_flushrate]: [0.4]
[ro.hwui.texture_cache_size]: [72]
[ro.hwui.use_vulkan]: [true]
[ro.kernel.qemu.gles]: [0]
[ro.kernel.version]: [6.12]
[ro.launcher.blur.appLaunch]: [0]
[ro.lcd.display.screen.underlightsensor.region]: [752,74,799,113]
[ro.llndk.api_level]: [202504]
[ro.logd.flowctrl.method]: [1]
[ro.logd.flowctrl.on]: [1]
[ro.logd.flowctrl.quota.rows]: [300]
[ro.logd.flowctrl.quota.size]: [12288]
[ro.logd.log.load.attenuation]: [0.9772]
[ro.logd.log.load.global.threshold]: [6000000]
[ro.logd.log.load.on]: [1]
[ro.logd.log.load.period]: [10]
[ro.logd.size.stats]: [64K]
[ro.media.recorder-max-base-layer-fps]: [60]
[ro.media.xml_variant.codecs]: [_canoe_sku3]
[ro.media.xml_variant.codecs_performance]: [_canoe_sku3]
[ro.mediaserver.64b.enable]: [true]
[ro.netflix.bsp_rev]: [Q8845-41954-1]
[ro.nfc.port]: [I2C]
[ro.odm.build.date]: [Wed Dec 31 15:01:02 CST 2025]
[ro.odm.build.date.utc]: [1767164462]
[ro.odm.build.fingerprint]: [OnePlus/PLR110/OP6117L1:16/BP2A.250605.015/B.1a1e2b2_7b4a10_77c49c:user/release-keys]
[ro.odm.build.media_performance_class]: [35]
[ro.odm.build.version.incremental]: [B.1a1e2b2_7b4a10_77c49c]
[ro.opengles.version]: [196610]
[ro.oplus.audio.aidl_volume]: [true]
[ro.oplus.audio.detection.support]: [1]
[ro.oplus.audio.effect.type]: [audiox_merge]
[ro.oplus.audio.game_low_latency]: [true]
[ro.oplus.audio.holo_audio_version]: [2.0]
[ro.oplus.audio.odm.para]: [Macan_20251112_V11]
[ro.oplus.audio.pop_noise_optimized]: [true]
[ro.oplus.audio.product.para]: [Macan_20250822_V01]
[ro.oplus.audio.ring_output_setting_support]: [true]
[ro.oplus.audio.ringermodeinfo.feedback.support]: [1]
[ro.oplus.audio.speaker_clean]: [true]
[ro.oplus.audio.support.LHDC_RING]: [true]
[ro.oplus.audio.support.a2dp_lea_delay_optimize]: [true]
[ro.oplus.audio.support.low_latency_game_effect]: [true]
[ro.oplus.audio.support.low_latency_game_effect.show_ui]: [true]
[ro.oplus.audio.support.meta_audio]: [1]
[ro.oplus.audio.support.meta_audio_soundbed]: [1]
[ro.oplus.audio.support.meta_audio_voip]: [1]
[ro.oplus.audio.support.mss]: [1]
[ro.oplus.audio.support.ocar]: [1]
[ro.oplus.audio.support.reverse_in_hal]: [1]
[ro.oplus.audio.support.stepless_volume]: [true]
[ro.oplus.audio.thermal_control]: [1]
[ro.oplus.audio.third_party_playback_capture]: [1]
[ro.oplus.audio.voip_record_white_app_support]: [true]
[ro.oplus.blo.level]: [1]
[ro.oplus.camera.defercap.all.quick.visible.support]: [1]
[ro.oplus.camera.defercap.support]: [1]
[ro.oplus.camera.facing.front.need.disable.nfc]: [1]
[ro.oplus.camera.portrait.center.switch]: [oplus.switch.portrait.center]
[ro.oplus.camera.portrait_center.prefix]: [oplus.portrait.center.]
[ro.oplus.camera.speechassist]: [true]
[ro.oplus.camera.video.beauty.switch]: [oplus.switch.video.beauty]
[ro.oplus.camera.video_beauty.prefix]: [oplus.video.beauty.]
[ro.oplus.cfg_fun_flag]: [true]
[ro.oplus.components.list]: [base,my_product,my_heytap,my_stock,my_region,my_carrier,my_bigball,my_manifest]
[ro.oplus.cust.ver]: [1]
[ro.oplus.custom.uninstall.time]: [2025-07-30]
[ro.oplus.customize.display.version_name]: [X00CNQW00]
[ro.oplus.density.fhd_default]: [480]
[ro.oplus.density.qhd_default]: [560]
[ro.oplus.disable_upgrade_sau_setting]: [1]
[ro.oplus.display.colormode.vivid]: [102]
[ro.oplus.display.lcd_eyeprotect_module]: [0]
[ro.oplus.display.rgb_ball_max_value]: [1000]
[ro.oplus.display.rgb_ball_min_value]: [900]
[ro.oplus.display.screenSizeCentimeter.primary]: [17.35]
[ro.oplus.display.screenSizeInches.primary]: [6.83]
[ro.oplus.display.screenhole.positon]: [599,45:673,119]
[ro.oplus.display.smarteyecare.v5]: [1]
[ro.oplus.eid.enable.state]: [1]
[ro.oplus.image.base.version]: [.730ebe75]
[ro.oplus.image.customize.name]: [empty]
[ro.oplus.image.customize.type]: [empty]
[ro.oplus.image.my_bigball.type]: [empty]
[ro.oplus.image.my_bigball.version]: [version_stub.e34e76d3]
[ro.oplus.image.my_carrier.date]: [2025-11-18 04:22:12]
[ro.oplus.image.my_carrier.date.utc]: [1763410932]
[ro.oplus.image.my_carrier.type]: [ALLNET_all]
[ro.oplus.image.my_carrier.version]: [16.0.0361.2025111804055334635971.23f4112b]
[ro.oplus.image.my_carrier.version_name]: [X00CNQW00]
[ro.oplus.image.my_company.type]: [empty]
[ro.oplus.image.my_company.version]: [version_stub.d6f950b7]
[ro.oplus.image.my_engineering.date]: [2025-12-30 15:48:29]
[ro.oplus.image.my_engineering.date.utc]: [1767080909]
[ro.oplus.image.my_engineering.type]: [release]
[ro.oplus.image.my_engineering.version]: [version_stub.23c81ff1]
[ro.oplus.image.my_heytap.type]: [empty]
[ro.oplus.image.my_heytap.version]: [version_stub.b1a8772d]
[ro.oplus.image.my_manifest.version]: [PLR110_11.A.42_0420_202512311448.97.9636ce8a]
[ro.oplus.image.my_preload.date]: [2025-11-14 14:14:52]
[ro.oplus.image.my_preload.date.utc]: [1763100892]
[ro.oplus.image.my_preload.type]: [domestic_24855_OnePlus_CN_ALLNET]
[ro.oplus.image.my_preload.version]: [0.0.1.2025111414121834566141.237d42f9]
[ro.oplus.image.my_preload.version_name]: [my_preload_domestic_CN_ALLNET_1750405962]
[ro.oplus.image.my_product.date]: [2025-12-24 22:29:20]
[ro.oplus.image.my_product.date.utc]: [1766586560]
[ro.oplus.image.my_product.type]: [24855]
[ro.oplus.image.my_product.version]: [24855_1600_B.1.0.2025122422105935350453.6e0a64e5]
[ro.oplus.image.my_region.date]: [2025-11-17 16:12:55]
[ro.oplus.image.my_region.date.utc]: [1763367175]
[ro.oplus.image.my_region.type]: [CN_all]
[ro.oplus.image.my_region.version]: [16.0.0361.2025111716075234622832.bd41d02d]
[ro.oplus.image.my_stock.date]: [2025-12-19 00:43:08]
[ro.oplus.image.my_stock.date.utc]: [1766076188]
[ro.oplus.image.my_stock.type]: [domestic_OnePlus]
[ro.oplus.image.my_stock.version]: [7.4.1.223.2025121900395135235661.f4cac08c]
[ro.oplus.image.odm.type]: [24855]
[ro.oplus.image.odm.version]: [version_stub.38094859]
[ro.oplus.image.product.version]: [.1e7a9544]
[ro.oplus.image.system.version]: [.5a749087]
[ro.oplus.image.system_ext.area]: [domestic]
[ro.oplus.image.system_ext.brand]: [oneplus]
[ro.oplus.image.system_ext.date]: [2025-12-31 12:54:56]
[ro.oplus.image.system_ext.date.utc]: [1767156896]
[ro.oplus.image.system_ext.device_type]: [phone]
[ro.oplus.image.system_ext.version]: [.82bc776a]
[ro.oplus.key.actionbutton]: [1]
[ro.oplus.lcd.display.screen.underlightsensor.region]: [752,74,799,113]
[ro.oplus.ltw.domestic]: [true]
[ro.oplus.minidump.kernel.log.support]: [true]
[ro.oplus.my_manifest.uuid]: [4de73657-cfe8-46e9-bc8a-3a72b2e45bbb]
[ro.oplus.nfc.ccc_bmw_hmi_support]: [true]
[ro.oplus.nfc.current.support]: [true]
[ro.oplus.nfc.frequency.support]: [true]
[ro.oplus.nfc.magnetic_wireless_charing]: [true]
[ro.oplus.nfc.smart_switch_card]: [true]
[ro.oplus.nfc.support.encryption_card]: [true]
[ro.oplus.nfc.support.supercard]: [true]
[ro.oplus.nfc.support.tee]: [true]
[ro.oplus.nfc.tap_to_share_v2]: [true]
[ro.oplus.nfc.tap_to_share_with_ios]: [true]
[ro.oplus.normal_boot_mode]: [true]
[ro.oplus.omes.e2ee.te.enable]: [1]
[ro.oplus.osense_app_memcg]: [true]
[ro.oplus.pipeline.carrier]: [ALLNET]
[ro.oplus.pipeline.region]: [CN]
[ro.oplus.pipeline_key]: [ALLNET]
[ro.oplus.product.series]: [OnePlus_Ace_Series]
[ro.oplus.resolution.high]: [1272,2800]
[ro.oplus.resolution.low]: [1080,2376]
[ro.oplus.ridermode.support_feature_switch]: [11]
[ro.oplus.rsa]: [rsa-non]
[ro.oplus.server_url_1]: [https://newds-api-cn-01.allawntech.com/autotime/dateandtime.xml?number=]
[ro.oplus.server_url_2]: [https://newds-api-cn-02.allawntech.com/autotime/dateandtime.xml?number=]
[ro.oplus.storage.super_size]: [12056600576]
[ro.oplus.system.camera.flashlight]: [com.oplus.motor.flashlight]
[ro.oplus.system.camera.name]: [com.oplus.camera]
[ro.oplus.system_ext_app.hash]: [6ab04af7e6700b682072b77d4f7cdb10]
[ro.oplus.theme.version]: [16000]
[ro.oplus.version.base]: [.730ebe75]
[ro.oplus.version.my_bigball]: [version_stub.e34e76d3]
[ro.oplus.version.my_carrier]: [16.0.0361.2025111804055334635971.23f4112b]
[ro.oplus.version.my_company]: [version_stub.d6f950b7]
[ro.oplus.version.my_heytap]: [version_stub.b1a8772d]
[ro.oplus.version.my_manifest]: [PLR110_11.A.42_0420_202512311448.97.9636ce8a]
[ro.oplus.version.my_preload]: [0.0.1.2025121209352535115537.2c58ebb5]
[ro.oplus.version.my_product]: [24855_1600_B.1.0.2025122422105935350453.6e0a64e5]
[ro.oplus.version.my_region]: [16.0.0361.2025111716075234622832.bd41d02d]
[ro.oplus.version.my_stock]: [7.4.1.223.2025121900395135235661.f4cac08c]
[ro.oplus.wifi.llm.media_boost]: [true]
[ro.oplus.wifi.minidump.enable.state]: [1]
[ro.oplus.wifi.p2p.wowlan.enable]: [true]
[ro.oplus.wifi.routerboost.mscs]: [true]
[ro.oplus.wifi.service.test.enable]: [false]
[ro.oplus.wifi.sta.channel.version]: [39_5G]
[ro.oplus.wifi.ull.tx_bw20]: [true]
[ro.oplus.wifi.vbat.backoff.power]: [18]
[ro.oplus.wifi.wsa]: [StbcMrc]
[ro.oplusupgrade.alpha.version]: [false]
[ro.oppo.ad_test_sys]: [1]
[ro.pgo.prop]: [4302bf65]
[ro.postinstall.fstab.prefix]: [/system]
[ro.preinstall.path]: [/data/etc/appchannel]
[ro.product.ab_ota_partitions]: [abl,aop,aop_config,bluetooth,boot,cpucp,cpucp_dtb,dcp,devcfg,dsp,dtbo,engineering_cdt,featenabler,hyp,hyp_ac_config,imagefv,init_boot,keymaster,modem,multiimgoem,multiimgqti,my_bigball,my_carrier,my_company,my_engineering,my_heytap,my_manifest,my_preload,my_product,my_region,my_stock,odm,oplus_sec,pdp,pdp_cdb,product,pvmfw,qtvm_dtbo,qupfw,recovery,secretkeeper,shrm,soccp,soccp_dcd,soccp_debug,splash,spuservice,system,system_dlkm,system_ext,tme_config,tme_fw,tme_seq_patch,tz,tz_ac_config,tz_qti_config,uefi,uefisecapp,vbmeta,vbmeta_system,vbmeta_vendor,vendor,vendor_boot,vendor_dlkm,vm-bootsys,xbl,xbl_ac_config,xbl_config,xbl_ramdump]
[ro.product.authentication]: [25C44PC2V862]
[ro.product.board]: [canoe]
[ro.product.bootimage.brand]: [OnePlus]
[ro.product.bootimage.device]: [OP6117L1]
[ro.product.bootimage.manufacturer]: [OnePlus]
[ro.product.bootimage.model]: [PLR110]
[ro.product.bootimage.name]: [PLR110]
[ro.product.bootreg.disable.command]: [true]
[ro.product.brand]: [OnePlus]
[ro.product.build.date]: [Wed Dec 31 12:46:36 CST 2025]
[ro.product.build.date.utc]: [1767156396]
[ro.product.build.fingerprint]: [oplus/ossi/ossi:16/BP2A.250605.015/1767156396771:user/release-keys]
[ro.product.build.id]: [BP2A.250605.015]
[ro.product.build.tags]: [release-keys]
[ro.product.build.type]: [user]
[ro.product.build.version.incremental]: [1767156396771]
[ro.product.build.version.release]: [16]
[ro.product.build.version.release_or_codename]: [16]
[ro.product.build.version.sdk]: [36]
[ro.product.build.version.sdk_full]: [36.0]
[ro.product.cpu.abi]: [arm64-v8a]
[ro.product.cpu.abilist]: [arm64-v8a]
[ro.product.cpu.abilist32]: []
[ro.product.cpu.abilist64]: [arm64-v8a]
[ro.product.cpu.pagesize.max]: [4096]
[ro.product.cuptsm]: [ONEPLUS|ESE|01|02]
[ro.product.device]: [OP6117L1]
[ro.product.first_api_level]: [36]
[ro.product.locale]: [zh-CN]
[ro.product.manufacturer]: [OnePlus]
[ro.product.model]: [PLR110]
[ro.product.name]: [PLR110]
[ro.product.odm.brand]: [OnePlus]
[ro.product.odm.device]: [OP6117L1]
[ro.product.odm.manufacturer]: [OnePlus]
[ro.product.odm.model]: [PLR110]
[ro.product.odm.name]: [PLR110]
[ro.product.oplus.cpuinfo]: [SM8845]
[ro.product.oplus.wlan.ko]: [/vendor/lib/modules/qca_cld3_wlan.ko]
[ro.product.product.brand]: [oplus]
[ro.product.product.device]: [ossi]
[ro.product.product.manufacturer]: [oplus]
[ro.product.product.model]: [ossi]
[ro.product.product.name]: [ossi]
[ro.product.sar]: [1.7]
[ro.product.supported_versions]: [24855]
[ro.product.system.brand]: [oplus]
[ro.product.system.device]: [ossi]
[ro.product.system.manufacturer]: [oplus]
[ro.product.system.model]: [ossi]
[ro.product.system.name]: [ossi]
[ro.product.system_ext.brand]: [oplus]
[ro.product.system_ext.device]: [ossi]
[ro.product.system_ext.manufacturer]: [oplus]
[ro.product.system_ext.model]: [ossi]
[ro.product.system_ext.name]: [ossi]
[ro.product.vendor.brand]: [OnePlus]
[ro.product.vendor.device]: [OP6117L1]
[ro.product.vendor.manufacturer]: [OnePlus]
[ro.product.vendor.model]: [PLR110]
[ro.product.vendor.name]: [PLR110]
[ro.product.vendor_dlkm.brand]: [oplus]
[ro.product.vendor_dlkm.device]: [ossi]
[ro.product.vendor_dlkm.manufacturer]: [oplus]
[ro.product.vendor_dlkm.model]: [ossi]
[ro.product.vendor_dlkm.name]: [ossi]
[ro.property_service.version]: [2]
[ro.revision]: [0]
[ro.rom.featrue]: [allnet]
[ro.runtime.agingbootcheck]: [1]
[ro.secure]: [1]
[ro.separate.soft]: [24855]
[ro.serialno]: [3B65CT02WB200000]
[ro.sf.lcd_density]: [560]
[ro.soc.manufacturer]: [QTI]
[ro.soc.model]: [SM8845]
[ro.support_one_handed_mode]: [true]
[ro.surface_flinger.clear_slots_with_set_layer_buffer]: [false]
[ro.surface_flinger.force_hwc_copy_for_virtual_displays]: [true]
[ro.surface_flinger.game_default_frame_rate_override]: [60]
[ro.surface_flinger.has_HDR_display]: [true]
[ro.surface_flinger.has_wide_color_display]: [true]
[ro.surface_flinger.max_frame_buffer_acquired_buffers]: [3]
[ro.surface_flinger.max_virtual_display_dimension]: [4096]
[ro.surface_flinger.protected_contents]: [true]
[ro.surface_flinger.set_touch_timer_ms]: [200]
[ro.surface_flinger.use_color_management]: [true]
[ro.surface_flinger.use_content_detection_for_refresh_rate]: [true]
[ro.surface_flinger.wcg_composition_dataspace]: [143261696]
[ro.sys.customize.flashback.company]: [invalid]
[ro.sys.gaia.versioncode]: [2]
[ro.sys.ocd.feature.config]: [107507330681143297]
[ro.sys.oplus_support_app32_version]: [2]
[ro.sys.reserve.integrate]: [true]
[ro.system.build.date]: [Wed Dec 31 12:46:36 CST 2025]
[ro.system.build.date.utc]: [1767156396]
[ro.system.build.fingerprint]: [oplus/ossi/ossi:16/BP2A.250605.015/1767156396771:user/release-keys]
[ro.system.build.id]: [BP2A.250605.015]
[ro.system.build.tags]: [release-keys]
[ro.system.build.type]: [user]
[ro.system.build.version.incremental]: [1767156396771]
[ro.system.build.version.release]: [16]
[ro.system.build.version.release_or_codename]: [16]
[ro.system.build.version.sdk]: [36]
[ro.system.build.version.sdk_full]: [36.0]
[ro.system.product.cpu.abilist]: [arm64-v8a,armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist32]: [armeabi-v7a,armeabi]
[ro.system.product.cpu.abilist64]: [arm64-v8a]
[ro.system_ext.build.date]: [Wed Dec 31 12:46:36 CST 2025]
[ro.system_ext.build.date.utc]: [1767156396]
[ro.system_ext.build.fingerprint]: [oplus/ossi/ossi:16/BP2A.250605.015/1767156396771:user/release-keys]
[ro.system_ext.build.id]: [BP2A.250605.015]
[ro.system_ext.build.tags]: [release-keys]
[ro.system_ext.build.type]: [user]
[ro.system_ext.build.version.incremental]: [1767156396771]
[ro.system_ext.build.version.release]: [16]
[ro.system_ext.build.version.release_or_codename]: [16]
[ro.system_ext.build.version.sdk]: [36]
[ro.telephony.call_ring.multiple]: [false]
[ro.telephony.default_network]: [26,26]
[ro.telephony.sim_slots.count]: [2]
[ro.trackingId.com.arise.appid]: [/data/etc/appchannel/ariseChannel.txt]
[ro.trackingId.com.lzd.appid]: [/data/etc/appchannel/lazadaChannel.txt]
[ro.treble.enabled]: [true]
[ro.vendor.api_level]: [202504]
[ro.vendor.beluga.c]: [0x4800]
[ro.vendor.beluga.p]: [0x3]
[ro.vendor.beluga.s]: [0x900]
[ro.vendor.beluga.t]: [0x240]
[ro.vendor.build.date]: [Wed Dec 31 15:01:02 CST 2025]
[ro.vendor.build.date.utc]: [1767164462]
[ro.vendor.build.fingerprint]: [OnePlus/PLR110/OP6117L1:16/BP2A.250605.015/B.1a1e2b2_7b4a10_77c49c:user/release-keys]
[ro.vendor.build.id]: [BP2A.250605.015]
[ro.vendor.build.security_patch]: [2025-12-01]
[ro.vendor.build.tags]: [release-keys]
[ro.vendor.build.type]: [user]
[ro.vendor.build.version.incremental]: [B.1a1e2b2_7b4a10_77c49c]
[ro.vendor.build.version.release]: [16]
[ro.vendor.build.version.release_or_codename]: [16]
[ro.vendor.build.version.sdk]: [36]
[ro.vendor.config.oplus.low_ram]: [false]
[ro.vendor.config.oplus.uniform_single_sim]: [2]
[ro.vendor.display.sensortype]: [2]
[ro.vendor.oplus.camera.backCamSize]: [50MP+8MP]
[ro.vendor.oplus.camera.frontCamSize]: [16MP]
[ro.vendor.oplus.dolby_vision.multi_cfg]: [1]
[ro.vendor.oplus.dolby_vision_dpu]: [1]
[ro.vendor.oplus.dolby_vision_dpu.dvs]: [1]
[ro.vendor.oplus.hdr.uniform]: [1]
[ro.vendor.oplus.market.enname]: [OnePlus Ace 6T]
[ro.vendor.oplus.market.name]: [一加 Ace 6T]
[ro.vendor.oplus.mdmfeature]: [true]
[ro.vendor.oplus.provision.pki]: [11]
[ro.vendor.oplus.radio.carrier_detect_mode]: [1]
[ro.vendor.oplus.radio.cn_ims_register]: [true]
[ro.vendor.oplus.radio.cn_nvbk]: [TRUE]
[ro.vendor.oplus.radio.cn_use_3gpp2]: [true]
[ro.vendor.oplus.radio.multisim.config]: [dsds]
[ro.vendor.oplus.radio.use_nitz_name]: [true]
[ro.vendor.oplus.regionmark]: [CN]
[ro.vendor.oplus.sensor.brl_receive]: [true]
[ro.vendor.oplus.sensor.high_pwm_rgb]: [true]
[ro.vendor.oplus.version]: [cn]
[ro.vendor.oplus.wifi.bdfver]: [123456789]
[ro.vendor.perf.scroll_opt]: [1]
[ro.vendor.product.cpu.abilist]: [arm64-v8a]
[ro.vendor.product.cpu.abilist32]: []
[ro.vendor.product.cpu.abilist64]: [arm64-v8a]
[ro.vendor.qti.va_aosp.support]: [1]
[ro.vendor.qti.va_odm.support]: [1]
[ro.vendor_dlkm.build.date]: [Tue Dec 30 15:07:21 CST 2025]
[ro.vendor_dlkm.build.date.utc]: [1767078441]
[ro.vendor_dlkm.build.fingerprint]: [oplus/ossi/ossi:16/BP2A.250605.015/1767078441785:user/release-keys]
[ro.vendor_dlkm.build.id]: [BP2A.250605.015]
[ro.vendor_dlkm.build.tags]: [release-keys]
[ro.vendor_dlkm.build.type]: [user]
[ro.vendor_dlkm.build.version.incremental]: [1767078441785]
[ro.vendor_dlkm.build.version.release]: [16]
[ro.vendor_dlkm.build.version.release_or_codename]: [16]
[ro.vendor_dlkm.build.version.sdk]: [36]
[ro.version.confidential]: [false]
[ro.virtual_ab.batch_writes]: [true]
[ro.virtual_ab.compression.enabled]: [true]
[ro.virtual_ab.compression.threads]: [true]
[ro.virtual_ab.compression.xor.enabled]: [true]
[ro.virtual_ab.enabled]: [true]
[ro.virtual_ab.io_uring.enabled]: [true]
[ro.virtual_ab.userspace.snapshots.enabled]: [true]
[ro.wifi.channels]: []
[ro.xxversion]: [V0.5]
[ro.zygote]: [zygote64]
[security.oplus.lower_kptr_restrict]: [0]
[security.perf_harden]: [1]
